,well_id,date,water_produced,oil_produced,gas_produced,latitude,longitude,type,status,wells
116566,31013105580000,2014,1.0,4.0,4000000.0,42.038067,-79.283549,Oil Development,Active,1
126106,31009184120000,2015,0.0,0.0,40000000.0,42.161398,-78.978764,Gas Development,Inactive,1
2740,31013148860000,1993,0.0,,1340000000.0,42.322304303000465,-79.57760707899968,Gas Development,Active,1
113097,31003699130000,2014,0.0,0.0,0.0,42.171429,-77.97865,Enhanced Oil Recovery - Injection,Inactive,1
24138,31029016110000,2002,0.0,0.0,200000000.0,42.59468249100007,-78.94094613599998,Gas Development,Active,1
26278,31013169880000,1997,0.0,,3063000000.0,43.24540427500045,-77.61779716599966,Gas Wildcat,Active,1
26235,31051161960000,2002,0.0,0.0,264000000.0,42.973873377000075,-77.85328585199994,Gas Development,Active,1
4302,31013166270000,1998,0.0,,321000000.0,43.24540427500045,-77.61779716599966,Gas Development,Active,1
72427,31051194070000,1989,7.0,,0.0,42.97387118100045,-77.85328841499967,Gas Development,Active,1
130387,31013182040000,2015,0.0,0.0,80000000.0,42.194749,-79.250394,Gas Development,Active,1
78687,31029198750000,1991,120.0,,1995000000.0,42.59375254100047,-79.01745785999964,Gas Development,Active,1
33439,31003662450000,2001,0.0,5.46,7000000.0,42.16025323000008,-77.79311714599999,Oil Development,Active,1
46141,31013211390000,1993,205.0,,6620000000.0,42.020830128000455,-79.62887850199968,Gas Development,Active,1
98442,31013172020000,2013,0.0,0.0,1629000000.0,43.230370606000065,-75.07312619199996,Gas Development,Active,1
107136,31029300050000,2014,30.0,0.0,1864000000.0,42.623202,-78.731581,Gas Wildcat,Active,1
67400,31013184370000,1993,1781.0,,9000000.0,42.129732772000466,-79.68820686199967,Gas Development,Active,1
52117,31013159060000,2008,0.0,0.0,1780000000.0,42.12778151200007,-79.24113614199996,Gas Development,Active,1
38705,31037205980000,2005,0.0,0.0,1562000000.0,42.90173228100008,-78.25626591699995,Gas Development,Active,1
37326,31029148780000,1992,0.0,,0.0,42.69834088200048,-78.94540989999967,Gas Development,Inactive,1
77441,31013218950000,1992,12.0,,17829000000.0,42.159343358000456,-79.59595849699963,Gas Development,Active,1
33523,31121172730000,1999,0.0,,1851000000.0,42.83674245900045,-78.39450561599966,Gas Development,Active,1
56637,31013179620000,1989,0.0,,6005000000.0,42.19514403000045,-79.38579925999966,Gas Development,Active,1
111477,31009280170000,2014,68.0,398.0,53000000.0,42.088061,-78.491258,Oil Development,Active,1
52523,31003639000000,2009,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Enhanced Oil Recovery - Injection,Inactive,1
28314,31003622500000,2001,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Not Reported on AWR,1
74121,31013113670000,2011,0.0,0.0,0.0,42.037884113000075,-79.28375749399999,Oil Development,Not Reported on AWR,1
34733,31037029300000,1988,0.0,,725000000.0,43.01478113200045,-78.34690983699966,Gas Development,Active,1
69807,31009176870000,1989,2.0,,3952000000.0,42.16233121400046,-78.97460960099966,Gas Development,Active,1
44646,31029081950000,1998,4.0,,5654000000.0,42.71606257200045,-78.83210809599967,Gas Wildcat,Active,1
122549,31013226010000,2015,1.0,2.0,4000000.0,42.038067,-79.283549,Oil Development,Active,1
79586,31003678160000,2011,0.0,0.0,0.0,42.173332610000045,-77.98390627099997,Oil Development,Inactive,1
88496,31013141810000,2012,35.0,0.0,775000000.0,42.423823638000044,-79.31416638599995,Gas Development,Active,1
81620,31013147740000,1989,6.0,,11251000000.0,42.26656226300048,-79.71128793299965,Gas Development,Active,1
20386,31003652100000,2002,10.0,160.0,0.0,42.01271230700007,-78.05476699299999,Oil Development,Active,1
7399,31037607080000,1991,0.0,,0.0,43.01478113200045,-78.34690983699966,Gas Development,Plugged and Abandoned,1
20440,31013170380000,1993,13.0,,3660000000.0,42.19296008200047,-79.24892957399965,Gas Development,Inactive,1
36506,31009169860000,1993,0.0,,915000000.0,42.239622435000456,-79.05676892799966,Gas Development,Active,1
74894,31013142730000,2011,0.0,0.0,65000000.0,42.423823638000044,-79.31416638599995,Gas Development,Active,1
86362,31013187180000,2012,0.0,0.0,2441000000.0,43.230370606000065,-75.07312619199996,Gas Development,Active,1
114314,31013189640000,2014,3.0,0.0,547000000.0,43.255001,-77.617203,Gas Development,Active,1
67890,31009184950000,1998,0.0,,3932000000.0,42.356452499000454,-78.83082631199966,Gas Development,Active,1
22087,31013226090000,2005,125.0,0.0,2923000000.0,42.02083023700004,-79.62887619399999,Gas Development,Active,1
26977,31029646500000,1997,0.0,,510000000.0,43.01883193200047,-78.88636737499968,Gas Development,Inactive,1
37983,31003680460000,2001,0.0,207.0,0.0,42.127843753000036,-77.95913902899997,Oil Development,Active,1
15247,31029018160000,2007,0.0,0.0,0.0,42.90013181300003,-78.49091675699998,Gas Development,Active,1
59065,31029187090000,2009,0.0,0.0,0.0,42.90013181300003,-78.49091675699998,Gas Development,Active,1
6577,31013179030000,2005,0.0,0.0,238000000.0,42.088272181000036,-79.41227952199995,Gas Development,Inactive,1
22991,31013147760000,2003,50.0,0.0,3263000000.0,42.205101900000045,-79.46580628599997,Gas Development,Active,1
24768,31003183350000,2004,6632.0,0.0,0.0,42.088023219000036,-77.78023782399998,Enhanced Oil Recovery - Injection,Plugged Back,1
127343,31009276370000,2015,4.0,80.0,1000000.0,42.077495,-78.429849,Oil Development,Active,1
66044,31037138530000,1991,0.0,,4229000000.0,42.99836355800045,-78.18823639699963,Gas Development,Active,1
102740,31029252060000,2013,95.0,0.0,4961000000.0,42.66478299000005,-78.88882867299998,Gas Development,Active,1
48794,31009197770000,1994,0.0,,0.0,42.239622435000456,-79.05676892799966,Gas Development,Plugged and Abandoned,1
49915,31003680340000,2008,0.0,0.0,0.0,42.127843753000036,-77.95913902899997,Oil Development,Inactive,1
49602,31013113420000,1987,0.0,,1623000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
72681,31029153260000,2010,0.0,0.0,421000000.0,42.75771238800007,-76.70292723399996,Gas Development,Inactive,1
4809,31013138970000,1999,0.0,,0.0,42.48838573900048,-79.23725606999966,Gas Development,Active,1
40053,31013192920000,1989,0.0,,11819000000.0,43.23037120900045,-75.07312681499963,Gas Development,Active,1
16207,31009162850000,2001,0.0,0.0,600000000.0,42.07755349100006,-78.42886750099996,Oil Development,Active,1
58296,31013233450000,2009,0.0,100.0,0.0,42.037884113000075,-79.28375749399999,Oil Development,Active,1
5063,31013137290000,1990,275.0,,6956000000.0,41.20120795700046,-73.88346743599965,Gas Development,Active,1
56298,31013103750000,2009,0.0,0.0,1711000000.0,42.423823638000044,-79.31416638599995,Gas Development,Active,1
90496,31011060600000,2012,0.0,0.0,0.0,42.85856410200006,-76.68352600499998,Gas Extension,Shut-In,1
18549,31099116180000,2006,0.0,0.0,699000000.0,42.81890361500007,-76.80892711999996,Gas Development,Active,1
44070,31037204820000,1993,0.0,,2208000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
38234,31013158140000,1987,25.0,,8139000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
41912,31037196930000,2006,0.0,0.0,769000000.0,42.99836053700005,-78.43495817099995,Gas Development,Active,1
52190,31013144960000,1990,36.0,,4222000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
52352,31013118120000,2009,0.0,0.0,1993000000.0,42.423823638000044,-79.31416638599995,Gas Development,Active,1
113015,31013067450000,2014,0.0,0.0,0.0,42.406943,-79.236356,Gas Development,Shut-In,1
35088,31011135880000,2002,0.0,0.0,3416000000.0,42.85856410200006,-76.68352600499998,Gas Development,Active,1
56687,31101230120000,2009,17.0,134.0,1198000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
9919,31051174520000,2003,0.0,0.0,1446000000.0,43.20406069000006,-76.93921855399998,Gas Development,Shut-In,1
93083,31003657300000,2012,0.0,0.0,0.0,42.01271230700007,-78.05476699299999,Oil Development,Inactive,1
38335,31013129790000,1993,7.0,,360000000.0,43.24540427500045,-77.61779716599966,Gas Development,Inactive,1
86780,31003656640000,2012,16.0,4.0,0.0,43.000943515000074,-78.19369206299996,Oil Development,Not Reported on AWR,1
18270,31013182990000,2006,0.0,0.0,1010000000.0,42.21700315800007,-79.10806611699996,Gas Development,Active,1
55714,31011046280000,2009,0.0,0.0,0.0,42.85856410200006,-76.68352600499998,Gas Development,Active,1
39030,31013191000000,1999,0.0,,482000000.0,42.217001377000486,-79.10806714699964,Gas Development,Active,1
47360,31003156490000,2008,0.0,0.0,0.0,43.000943515000074,-78.19369206299996,Oil Wildcat,Inactive,1
60729,31009628680000,2009,0.0,0.0,0.0,42.10728218400004,-78.64980766599996,Oil Development,Plugged and Abandoned,1
86662,31009610470000,2012,0.0,0.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Not Reported on AWR,1
90053,31003657140000,2012,0.0,0.0,0.0,43.000943515000074,-78.19369206299996,Enhanced Oil Recovery - Injection,Not Reported on AWR,1
126606,31013182120000,2015,0.0,0.0,1244000000.0,43.255001,-77.617203,Gas Development,Active,1
32798,31013100280000,2004,0.0,0.0,1685000000.0,42.266564318000064,-79.71128695999994,Gas Development,Active,1
17051,31003145220000,2005,0.0,0.0,0.0,42.088023219000036,-77.78023782399998,Gas Development,Active,1
45972,31013126150000,1986,0.0,,1245000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
52937,31013190420000,1986,0.0,,10129000000.0,42.0678276910005,-79.70365587199967,Gas Development,Shut-In,1
118889,31013143630000,2014,0.0,0.0,360000000.0,42.266859,-79.710476,Gas Development,Active,1
70860,31051196330000,2010,0.0,0.0,1312000000.0,42.77199211900006,-77.89395996899998,Gas Development,Active,1
58194,31003673180000,2009,8.0,8.0,145000000.0,42.54430331400005,-73.98277623299998,Oil Development,Active,1
13435,31013220300000,1992,280.0,,5358000000.0,42.159343358000456,-79.59595849699963,Gas Development,Active,1
112073,31013146490000,2014,0.0,0.0,1910000000.0,42.485764,-79.241801,Gas Development,Active,1
39019,31121176780000,2003,0.0,0.0,3207000000.0,42.83674438800006,-78.39450634199994,Gas Development,Active,1
70336,31011196650000,2010,0.0,0.0,2719000000.0,42.922942928000055,-76.67442556599997,Gas Development,Active,1
99283,31003105940000,2013,5.0,85.0,1000000.0,42.01271230700007,-78.05476699299999,Oil Development,Active,1
79177,31003604850000,2011,12.0,6.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Active,1
65486,31029040720000,2010,0.0,0.0,0.0,42.64988085500005,-79.04095760399997,Gas Wildcat,Active,1
944,31011217230000,2004,0.0,0.0,4499000000.0,42.922942928000055,-76.67442556599997,Gas Development,Active,1
26112,31029181520000,1986,0.0,,0.0,42.90013055000048,-78.49091643399964,Gas Development,Active,1
51951,31099045900000,1993,0.0,,4115000000.0,42.81890018200045,-76.80892795599965,Gas Development,Active,1
81243,31013170840000,1998,0.0,,6170000000.0,42.02199943500045,-79.19809619699964,Gas Development,Active,1
35052,31123205440000,1993,0.0,,843000000.0,42.71756751200047,-77.04357874799967,Gas Development,Inactive,1
3969,31029660150000,1998,0.0,,1535000000.0,42.71606257200045,-78.83210809599967,Gas Development,Active,1
76846,31013184440000,1991,19.0,,1441000000.0,42.129732772000466,-79.68820686199967,Gas Development,Active,1
70247,31009255340000,2010,45.0,261.0,947000000.0,42.10728218400004,-78.64980766599996,Oil Development,Active,1
55621,31121172610000,2000,0.0,,101000000.0,42.7372410640005,-78.41924809699964,Gas Development,Active,1
101236,31003242700000,2013,15.0,45.0,569000000.0,42.088023219000036,-77.78023782399998,Oil Development,Active,1
78655,31013226010000,2011,0.0,7.0,0.0,42.037884113000075,-79.28375749399999,Oil Development,Not Reported on AWR,1
73629,31003657000000,2011,0.0,0.0,0.0,43.000943515000074,-78.19369206299996,Enhanced Oil Recovery - Injection,Not Reported on AWR,1
77047,31013119800000,2011,0.0,0.0,0.0,42.088272181000036,-79.41227952199995,Gas Development,Inactive,1
105491,31013125190000,2013,0.0,0.0,1031000000.0,42.29336326600003,-79.09200808799994,Gas Development,Active,1
59894,31037161750000,1993,0.0,,0.0,43.01478113200045,-78.34690983699966,Gas Development,Active,1
114036,31009220870000,2014,7.0,147.0,175000000.0,42.023289,-78.628438,Oil Development,Active,1
10375,31029166810000,2001,0.0,0.0,0.0,42.64988085500005,-79.04095760399997,Gas Development,Active,1
56822,31051173550000,1997,0.0,,353000000.0,42.97387118100045,-77.85328841499967,Gas Development,Active,1
62152,31009207270000,2009,0.0,0.0,689000000.0,42.53022364200007,-78.47539666299997,Gas Development,Not Reported on AWR,1
56087,31013197950000,1995,0.0,,3047000000.0,42.322304303000465,-79.57760707899968,Gas Development,Active,1
103728,31017238870001,2013,0.0,0.0,1476000000.0,42.68703394200003,-75.57094732399997,Gas Wildcat,Active,1
62677,31009130320000,2009,1209.0,102.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Plugged and Abandoned,1
50390,31013115250000,1989,0.0,,2646000000.0,42.3616243030005,-79.48653777899966,Gas Development,Active,1
84952,31003655590000,2012,0.0,0.0,0.0,42.01271230700007,-78.05476699299999,Oil Development,Inactive,1
127359,31009277070001,2015,61.0,64.0,656000000.0,42.077495,-78.429849,Oil Development,Active,1
120114,31009255440000,2014,36.0,71.0,215000000.0,42.023289,-78.628438,Oil Development,Active,1
82975,31003660530000,2012,0.0,0.0,0.0,42.173332610000045,-77.98390627099997,Oil Development,Inactive,1
54082,31013189190000,1994,0.0,,3869000000.0,43.23037120900045,-75.07312681499963,Gas Development,Active,1
72509,31003666740000,2010,7.0,15.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Active,1
86093,31009077400000,2012,3.0,24.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Not Reported on AWR,1
74588,31009085840000,2011,1.0,7.0,7000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
93128,31003678280000,2012,0.0,0.0,0.0,42.173332610000045,-77.98390627099997,Oil Development,Inactive,1
49518,31013159500000,2008,140.0,0.0,1834000000.0,42.19296057200006,-79.24892953199998,Gas Development,Active,1
6215,31013162280000,1997,0.0,,353000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
36927,31013113380000,2002,27.0,0.0,1987000000.0,42.36162322700005,-79.48653679199998,Gas Development,Active,1
67884,31037194740000,2010,0.0,0.0,222000000.0,42.99836053700005,-78.43495817099995,Gas Development,Active,1
1838,31101216530000,2006,4.0,47.0,189000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
71049,31009192930000,1990,0.0,,1780000000.0,42.49715414400049,-78.38496591599966,Gas Development,Plugged and Abandoned,1
31376,31009167860000,1992,11.0,,1396000000.0,42.16233121400046,-78.97460960099966,Gas Development,Active,1
84196,31003660350000,2012,0.0,0.0,0.0,42.173332610000045,-77.98390627099997,Oil Development,Inactive,1
653,31037194400000,1999,0.0,,148000000.0,42.99836355800045,-78.18823639699963,Gas Development,Active,1
84288,31029162610000,1991,4.0,,1394000000.0,42.6409508320005,-78.73951583799965,Gas Development,Active,1
108977,31029045030000,2014,0.0,0.0,758000000.0,42.900146,-78.4922,Gas Development,Active,1
71878,31029248520001,2010,0.0,0.0,20696000000.0,42.49661381300007,-78.92307868899996,Gas Wildcat,Active,1
10987,31013181980000,2003,0.0,0.0,1870000000.0,42.21700315800007,-79.10806611699996,Gas Development,Active,1
83616,31037196880000,1986,0.0,,1615000000.0,43.01478113200045,-78.34690983699966,Gas Development,Active,1
26629,31013142480000,1988,0.0,,0.0,42.02199943500045,-79.19809619699964,Gas Development,Plugged and Abandoned,1
12021,31013124770000,1986,0.0,,1518000000.0,42.48838573900048,-79.23725606999966,Gas Development,Active,1
64255,31009130260000,1990,0.0,,273563000000.0,42.07755025500046,-78.42886818799968,Gas Development,Active,1
86290,31013220100000,2012,0.0,0.0,806000000.0,42.037884113000075,-79.28375749399999,Gas Development,Active,1
58300,31029187870000,1994,0.0,,807000000.0,42.59375254100047,-79.01745785999964,Gas Development,Active,1
68498,31013199430000,1998,0.0,,200000000.0,42.01751177700049,-78.34077780999968,Gas Development,Active,1
66629,31013178950000,1995,80.0,,448000000.0,43.24540427500045,-77.61779716599966,Gas Development,Active,1
400,31013163100000,1999,0.0,,1147000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
19815,31123047960000,2001,0.0,0.0,250000000.0,42.71764289200007,-77.03671817699995,Gas Wildcat,Active,1
128240,31003667870000,2015,0.0,0.0,0.0,42.575802,-73.964401,Oil Development,Inactive,1
45382,31029033850000,2008,0.0,0.0,0.0,42.640953800000034,-78.73951834399998,Gas Development,Plugged and Abandoned,1
79522,31037021940000,2011,0.0,0.0,0.0,42.874662142000034,-78.02324666499999,Gas Development,Plugged and Abandoned,1
8531,31009162090000,1995,0.0,,2483000000.0,42.239622435000456,-79.05676892799966,Gas Development,Active,1
47526,31029218590000,2008,0.0,0.0,0.0,42.648480445000075,-78.68738754399999,Gas Development,Plugged and Abandoned,1
81189,31013226850000,2011,0.0,149.0,0.0,42.037884113000075,-79.28375749399999,Oil Development,Active,1
119495,31013155410000,2014,0.0,0.0,387000000.0,42.074924,-79.486378,Gas Development,Active,1
83583,31013156060000,1995,35.0,,4028000000.0,42.48838573900048,-79.23725606999966,Gas Development,Active,1
69643,31099195810000,1985,0.0,,0.0,42.81890018200045,-76.80892795599965,Gas Development,Inactive,1
84130,31013197340000,2012,0.0,0.0,917000000.0,42.266564318000064,-79.71128695999994,Gas Development,Active,1
85880,31013113050000,1995,8.0,,1245000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
72010,31009246370000,2010,577.0,259.0,602000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
6467,31003639500000,2002,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Inactive,1
39140,31029201350000,2001,0.0,0.0,915000000.0,42.59375333000003,-79.01745739899997,Gas Development,Active,1
98208,31013232790000,2013,5.0,0.0,3283000000.0,42.31662340100007,-79.35563629099994,Gas Development,Active,1
122995,31101228920100,2015,0.0,0.0,0.0,42.141185,-77.05306,Gas Extension,Active,1
63964,31013192750000,1993,70.0,,4363000000.0,41.20120795700046,-73.88346743599965,Gas Development,Active,1
85597,31013187020000,1994,4.0,,5126000000.0,42.19514403000045,-79.38579925999966,Gas Development,Active,1
12471,31037194790000,1996,60.0,,2912000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
66751,31013156730000,1997,0.0,,650000000.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
29629,31013122100000,2006,0.0,0.0,4730000000.0,42.423823638000044,-79.31416638599995,Gas Development,Active,1
14815,31009131480000,2003,5.0,51.0,51000000.0,42.10728218400004,-78.64980766599996,Oil Development,Active,1
41658,31013108680000,2001,1.0,11.0,0.0,42.037884113000075,-79.28375749399999,Oil Development,Active,1
79290,31013182040000,1998,229.0,,741000000.0,42.19296008200047,-79.24892957399965,Gas Development,Active,1
24538,31029221070000,2007,0.0,0.0,679000000.0,42.716060207000055,-78.83210986499995,Gas Development,Active,1
68182,31121042210000,1992,0.0,,2099000000.0,42.83674245900045,-78.39450561599966,Gas Development,Active,1
1458,31013112560000,1985,0.0,,0.0,42.322304303000465,-79.57760707899968,Gas Development,Active,1
53008,31029164390000,1993,0.0,,2000000000.0,42.71606257200045,-78.83210809599967,Gas Development,Active,1
111641,31099238770000,2014,0.0,0.0,3632000000.0,42.831987,-76.847469,Gas Development,Active,1
58467,31003677950000,2009,0.0,0.0,0.0,42.173332610000045,-77.98390627099997,Oil Development,Inactive,1
72625,31009243140001,2010,577.0,259.0,602000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
96445,31003676650000,2013,0.0,0.0,0.0,42.12451389000006,-78.15604994399996,Oil Development,Not Reported on AWR,1
40198,31013114570000,1987,0.0,,982000000.0,42.3616243030005,-79.48653777899966,Gas Development,Active,1
97431,31003249180000,2013,6.0,1.0,2023000000.0,42.088023219000036,-77.78023782399998,Oil Development,Active,1
81907,31003142820000,2011,0.0,0.0,7000000.0,42.16025323000008,-77.79311714599999,Oil Development,Active,1
124595,31037173890000,2015,1.0,0.0,172000000.0,42.902048,-78.350767,Gas Development,Active,1
81464,31029042190000,1993,4.0,,7116000000.0,42.69834088200048,-78.94540989999967,Gas Development,Active,1
14980,31101214420000,2001,275.0,134.0,361000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
7276,31121245940000,2007,110.0,0.0,4615000000.0,42.73724418000006,-78.41924690999997,Gas Development,Active,1
100099,31011157450000,2013,0.0,0.0,3759000000.0,42.922942928000055,-76.67442556599997,Gas Development,Active,1
68935,31003675490000,2010,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Enhanced Oil Recovery - Injection,Inactive,1
49236,31037194770000,1998,52.0,,1585000000.0,42.901733899000476,-78.25626928699967,Gas Development,Active,1
27917,31121182310000,2002,0.0,0.0,2517000000.0,42.83674438800006,-78.39450634199994,Gas Development,Active,1
77628,31009180750000,2011,0.0,0.0,730000000.0,42.356452826000066,-78.83082948999999,Gas Development,Active,1
113582,31003685990000,2014,15.0,26.0,3000000.0,42.575802,-73.964401,Oil Development,Active,1
71459,31037205770000,2010,100.0,0.0,1539000000.0,42.91424260600007,-78.19239835099995,Gas Development,Active,1
6454,31013176540000,1988,0.0,,323000000.0,42.129732772000466,-79.68820686199967,Gas Development,Active,1
17864,31013184590000,1993,1781.0,,54000000.0,42.129732772000466,-79.68820686199967,Gas Development,Active,1
80008,31013118630000,2011,0.0,0.0,1693000000.0,42.088272181000036,-79.41227952199995,Gas Development,Active,1
131364,31029253320000,2015,0.0,0.0,824000000.0,42.623202,-78.731581,Gas Development,Active,1
125026,31029122900000,2015,0.0,0.0,1038000000.0,42.58859,-79.044449,Gas Development,Active,1
33589,31003242710000,2006,25.0,119.0,1282000000.0,42.088023219000036,-77.78023782399998,Oil Development,Active,1
111147,31003096150000,2014,2.0,10.0,1000000.0,42.012207,-78.060759,Oil Development,Active,1
89209,31009112880000,2012,0.0,0.0,0.0,42.10728218400004,-78.64980766599996,Oil Development,Inactive,1
23598,31037196500000,1998,60.0,,679000000.0,42.901733899000476,-78.25626928699967,Gas Development,Active,1
114093,31013122360000,2014,6.0,0.0,1571000000.0,42.406943,-79.236356,Gas Development,Active,1
114601,31037205510000,2014,8.0,0.0,158000000.0,42.931426,-78.100968,Gas Development,Active,1
38030,31037173240000,2001,0.0,0.0,2239000000.0,42.90205237400005,-78.35201836199997,Gas Development,Active,1
9642,31075156280000,1986,0.0,,0.0,43.42328216800047,-75.88882923699964,Gas Wildcat,Active,1
88054,31029142630000,2012,0.0,0.0,150000000.0,42.96042055400005,-78.52367744799994,Gas Development,Active,1
65681,31101216640000,2010,3.0,23.0,165000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
61430,31029192720000,1995,400.0,,3572000000.0,42.90013055000048,-78.49091643399964,Gas Development,Active,1
19365,31013110970000,1989,0.0,,283000000.0,42.3616243030005,-79.48653777899966,Gas Development,Active,1
89467,31009606540000,2012,41.0,1.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Plugged and Abandoned,1
1934,31009225340000,1995,0.0,,21000000.0,42.28950865900049,-78.88947878099964,Gas Development,Active,1
45488,31003678920000,2008,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Not Reported on AWR,1
4240,31013217950000,1990,0.0,,3000000.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
28105,31121139930000,1988,50.0,,3451000000.0,42.83674245900045,-78.39450561599966,Gas Development,Active,1
24874,31037128930000,2003,70.0,0.0,522000000.0,42.90205237400005,-78.35201836199997,Gas Development,Active,1
80426,31009636280000,2011,1.0,4.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
78957,31013154590000,1992,1.0,,195000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
121023,31101607010000,2015,21.0,20.0,0.0,42.094951,-77.725816,Oil Development,Active,1
9621,31013124540000,2007,0.0,8.0,0.0,42.037884113000075,-79.28375749399999,Oil Development,Active,1
35796,31099120510000,1998,0.0,,585000000.0,42.81890018200045,-76.80892795599965,Gas Development,Active,1
73040,31037204180000,1996,40.0,,1486000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
29217,31013218060000,2002,0.0,0.0,183000000.0,42.037884113000075,-79.28375749399999,Gas Development,Active,1
38352,31013176760000,1988,0.0,,0.0,42.217001377000486,-79.10806714699964,Gas Development,Inactive,1
78992,31013179880000,1989,0.0,,1292000000.0,43.23037120900045,-75.07312681499963,Gas Development,Active,1
63930,31051154770000,1993,0.0,,0.0,42.662933231000466,-77.76807870499965,Gas Extension,Inactive,1
19639,31121135810000,2000,0.0,,1277000000.0,42.85338743300048,-78.01028721099965,Gas Development,Active,1
38385,31003233740000,2007,0.0,22.0,231000000.0,42.16025323000008,-77.79311714599999,Oil Development,Active,1
115456,31013180410000,2014,0.0,0.0,1367000000.0,43.226463,-75.062063,Gas Development,Active,1
10594,31013164310000,2004,0.0,0.0,729000000.0,42.12778151200007,-79.24113614199996,Gas Development,Active,1
83611,31003639630000,2012,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Inactive,1
